FECHA_SCRAP,CATEGORIA,FUNCION,EMPRESA,PUESTO,DESCRIPCION,URL
30/05/2024 02:19,,,FERREYROS,Analista de Control de Personal - Lima,"Somos Ferreyros S.A., una de las 10 mejores empresas para trabajar en el Ranking Merco Talento desde hace 10 años y parte del grupo de Empresas Socialmente Responsables. Líderes en el sector industrial y proveedor de servicios, con más de 100 años de legado en el Perú trascendiendo de forma sostenible, siendo la empresa bandera de la corporación Ferreycorp y representante de Caterpillar en el Perú desde 1942.El éxito e innovación son parte de nuestra trayectoria, y el talento, como el tuyo, es fundamental para seguir cumpliendo nuestro propósito: Juntos creamos desarrollo.Misión:Controlar las marcaciones, asistencia, horarios y horas extras para garantizar el pago correcto de los colaboradores de la División. Además, coordinar con los responsables de cada taller el registro de los tiempos del personal técnico para contar con la información completa para diversos fines (costeo, pagos, etc) de acuerdo a las políticas de la empresa.Funciones: Recopilar y validar las marcaciones para el pago de horas extras, bonificaciones, entre otros. Generar reporte de pago de horas extras, bonificaciones, refrigerios, descuentos y reintegros del personal de la División de Soporte al Producto. Elaborar el cuadro de asignación de viáticos al personal. Coordinar de forma continua con los responsables de cada taller para su correcta integración de horas.Requisitos: Egresado(a) de Ing. Industrial, Administración o carreras afines. Herramientas de Google nivel avanzado. Ingles nivel intermedio. Power BI nivel intermedio (deseable). Experiencia laboral de 2 años en la posición y realizando funciones similares. Disponibilidad para laborar de presencial en Cercado de Lima.Ferreyros S.A. solo realiza las convocatorias de personal a través de canales oficiales tales como: www.creamosdesarrollo-oportunidadeslaborales.com/ferreyros, Linkedin - Ferreyros S.A., Bumeran - Ferreyros S.A., Hiring Room - Ferreyros S.A., Facebook : “Sumate a los Líderes - Ferreyros”, Bolsa de trabajo de universidades , prensa escrita y radio. Asimismo, tener en cuenta las siguientes consideraciones: Ferreyros no solicita bajo ningún concepto el pago económico para participar en los procesos de selección. El reclutador(a) responsable del proceso de selección, se pondrá en contacto contigo a través de canales propios de Ferreyros (teléfono, correo electrónico, whatsapp o SMS). Al momento del contacto telefónico, el reclutador(a) te indicará el nombre específico de la posición a la cual aplicaste y se identificará debidamente.}",https://www.bumeran.com.pe/empleos/analista-de-control-de-personal-lima-ferreyros-1116335905.html
30/05/2024 02:19,,,CV COVESA,ASISTENTE DE RECURSOS HUMANOS,"Somos CV COVESA, empresa con 30 años de trayectoria en el rubro inmobiliario y de construcción, nos encontramos en la búsqueda de integrantes para nuestro equipo con valores y visión de crecimiento, para la posición de Asistente de GerenciaMisión del puesto: Brindar apoyo integral a la Gerencia General en las tareas operativas, ejecutivas y administrativas para lograr el óptimo funcionamiento y rendimiento del área.Ejecutar protocolo de entrevistas necesarias para la elección del puesto. Mantener actualizados los indicadores y base de datos de selección haciendo uso de las herramientas disponibles. Conocimiento en comunicaion y clima laboral Realizar el levantamiento de perfiles de puesto · Armar el file de todo el personal nuevo y cesado. · Implementar estrategias de reclutamiento, a través de diferentes instituciones y bolsas de trabajo. Realizar el proceso de inducción de los nuevos colaboradores · Realizar el registro de asistencia y tareo Apoyar en la elaboración del Plan de capacitación y desarrollo del personal y brindar las capacitaciones. Otras funciones designadas por el jefe inmediato y/o requerimiento del área.Requisitos: Bachiller/Titulada en Psicología. Experiencia mínima de 2 años en el puesto como asistente de gestiòn humana o recursos humanos. Conocimiento de Office a nivel intermedio. Conocimiento y experiencia en selecciòn de personal, herrramientas de evaluacion y descriptivos de puestos Conocimiento de tareo y registro de asistencia. Experiencia realizando talleres de desarrollo de softskills Disponibilidad para trabajar presencialmente en TrujilloCompetencias Capacidad de resoluciòn de problemas Comunicaciòn efectiva Trabajo en equipo.Beneficios- Ingreso a planilla desde el primer día- Posibilidad de hacer una linea de carrera y crecimiento profesional",https://www.bumeran.com.pe/empleos/asistente-de-recursos-humanos-cv-covesa-1116335904.html
30/05/2024 02:19,,,CV COVESA,Abogado(a) Corporativo,"Somos CV COVESA, empresa con 30 años de trayectoria en el rubro inmobiliario y de construcción, nos encontramos en la búsqueda de integrantes para nuestro equipo con valores y visión de crecimiento, para la posición de:ABOGADO(A) CORPORATIVORequisitos:- Titulado y colegiado en la carrera de derecho.- Experiencia mínima un año en organizaciones que manejen contratos a nivel corporativos y personales, emisión de permisos o municipalidades.- Experiencia en elaboración de contratos, adendas y diversa documentación de índole legal.- Buena redacción, comunicación a todo nivel y negociación.- Dominio de office a nivel intermedio.- Trabajo 100% presencial en TrujilloFunciones:- Elaboración de contratos, adendas de compra/venta de bienes inmuebles.- Apoyo en gestión interna, coordinación y documentación de bienes adquiridos.- Redacción de documentos administrativos encomendados por la Gerencia.- Coordinar con asesores legales externos las gestiones respecto a procesos judiciales y administrativos.- Identificar y evaluar los posibles riesgos legales desarrollando estrategias para minimizarlos y evitar posibles litigios.Competencias Genéricas:- Trabajo en equipo- Orientación a resultados- Compromiso.Competencias Específicas:- Resolución de conflictos- Alto nivel de comunicación- Vocación de servicioBeneficios:- Ingreso a planilla con todos los beneficios de ley, desde el primer día- Oportunidades de crecimiento profesional y línea de carrera",https://www.bumeran.com.pe/empleos/abogadoa-corporativo-cv-covesa-1116335902.html
30/05/2024 02:19,,,KONECTA,MONITOR DE CALIDAD,"¡Somos una de las mejores empresas dentro del TOP20 del Great Place to Work y aquí fomentamos y respetamos la igualdad de género, la inclusión y la diversidad!Nos encontramos en búsqueda del mejor talento para ocupar la vacante de: MONITOR DE CALIDAD PARA CALL CENTERFunciones del Puesto:- Monitoreo on line y off line.- Realizar las devoluciones al líder, respecto a la calidad de su equipo.- Auditar las llamadas y/o casos que reciben los asesores.- Realizar calibraciónes con los líder y cliente externo.- Identificar oportunidades de mejor para la mejor gestión de la campaña.Requisitos que debes cumplir:- Experiencia mínima de 6 meses en el área de Calidad en Call Center.- Estudios tecnicos o universitarios concluidos, en curso o truncos.- Manejo de excel nivel intermedio.- Conocimiento de IZO. - Conocimientos en sistemas de Call Center, procesos, indicadores, protocolos, habilidades en técnica de ventas coaching y retroalimentación.- Disponibilidad horaria: lunes a viernes de 9:00 - 6:30, sábados 8am a 1:30pm DESCANSO DOMINGOS- Lugar de trabajo: Sede Lima Cargo - CALLAOPropuesta:- Desarrollo profesional y personal.- Ingreso a planilla desde el primer día con todos los beneficios de ley.- Sueldo bas + Variable de acuerdo a cumplimiento- Modalidad de trabajo: Presencial",https://www.bumeran.com.pe/empleos/monitor-de-calidad-konecta-1116335899.html
30/05/2024 02:19,,,Confidencial,Jefe de Cadena de Abastecimiento - Minería,"Importante Contratista Minera se encuentra en la búsqueda de un Jefe de Cadena de Abastecimiento para su sede central ubicada en Lima.Requisitos: Profesionales de la carrera Ing. Industrial, Minería o afines Especializaciones o estudios de postgrado en Supply Chain Managment Experiencia mayor a 5 años ocupando posiciones similares en el rubro mineroFunciones: Mejorar la productividad, eficiencia y reducir los costos de manera integral en toda la cadena de suministros. Controlar y coordinar con áreas operativas, sobre las necesidades y requerimientos solicitados, velando que las reposiciones de materiales/equipos sean oportunas en tiempo, cantidad y calidad. Asegurar la atención oportuna de los pedidos de los usuarios en las cantidades, calidad y con la prontitud necesaria. Planificar y supervisar la gestión de transporte y despacho, verificando calidad, seguridad y garantía de este. Controlar el nivel de inventarios en nuestra operaciones al rededor del país Identificar y recomendar oportunidades que permitan mejorar la eficiencia y la capacidad de la cadena de suministros.",https://www.bumeran.com.pe/empleos/jefe-de-cadena-de-abastecimiento-mineria-confidencial-1116335893.html
30/05/2024 02:19,,,Confidencial,Supervisor de Mantenimiento Exp. en Gran Mineria - Proyecto Zona Sur,"Somos una importante empresa de servicios de construcción y minería, actualmente nos encontramos en la búsqueda de un Supervisor de Mantenimiento de Perforadora para formar parte de nuestro equipo.SUPERVISOR DE MANTENIMIENTO - EXP EN GRAN MINERIA- PROYECTO MINERO SURRequisitos: Profesional universitario TITULADO de las carreras de Ingeniería Mecánica, Ingeniería Mecánica Eléctrica (INDISPENSABLE) y/o Profesional Técnico TITULADO de mantenimiento de equipo pesado o afines (INDISPENSABLE). 03 años de experiencia en minería a TAJO ABIERTO (INDISPENSABLE). 05 años de experiencia como Supervisor de mantenimiento e el rubro. Experiencia en Equipos de Gran mineria caragdor frontal 992k, tractor, D11T, D9T, 24M 16M entre otros Experiencia en evaluación en sistemas mecánicos y eléctricos de equipos pesado Disponibilidad para laborar bajo régimen 14*7.Beneficios: Ingreso a planilla con todos los beneficios de acuerdo a ley. Alimentación, hospedaje Movilidad cubierto. EPS Utilidades",https://www.bumeran.com.pe/empleos/supervisor-de-mantenimiento-exp-en-gran-mineria-proyecto-zona-sur-confidencial-1116335887.html
30/05/2024 02:19,,,ADEX,ASISTENTE DE ACTIVIDADES EXTRACURRICULARES,"En el Instituto ADEX, especialistas en comercio exterior con más de 30 años de experiencia formando profesionales con visión de emprendimiento, nos encontramos en la búsqueda del mejor talento para liderar el cargo de ASISTENTE DE ACTIVIDADES EXTRACURRICULARESMisión:Diagnosticar las necesidades de la población estudiantil y diseñar el plan de estrategias extracurriculares, asimismo garantizar la óptima ejecución y despliegue.Funciones: Elaborar el diagnóstico de la población estudiantil.  Diseñar el perfil del estudiante ADEX.  Diseñar el plan de acciones extracurriculares, en función al perfil del estudiante.  Ejecutar el despliegue del plan de actividades extracurriculares.  Medir el impacto de las actividades extracurriculares en función a la permanencia de los estudiantes.  Ejecutar con personal administrativo, docentes y estudiantes el despliegue de las actividades extracurriculares.  Proponer nuevas acciones que impacten en la fidelización de los estudiantes.  Proponer nuevas acciones según la demanda de los estudiantes.  Otras labores inherentes que le encargue su jefe inmediato.Requisitos: Egresado(a) de las carreras de Marketing, Administración o afines. Experiencia mínima de 6 meses, (deseable) en entornos educativos. Conocimiento de Ms Excel a nivel Intermedio. Conocimiento a nivel básico en manejo de base de datos.  Disponibilidad para laborar en San Borja de manera presencial de lunes a viernes de 9am a 6pm.Ofrecemos: Planilla Completa Remuneración acorde al mercado. EPS al 100% Cuponeras de medio día libre. Día libre por cumpleaños. Becas por permanencia en carreras, diplomados o cursos de ADEX Instituto. Otros beneficios corporativos.",https://www.bumeran.com.pe/empleos/asistente-de-actividades-extracurriculares-adex-1116335884.html
30/05/2024 02:19,,,Volcan Compañia Minera S.A.A.,JEFE DE ZONA,"En Volcan estamos en la búsqueda de un Jefe de Zona para unirse al equipo Operaciones Mina en la Unidad ChungarMisión de puesto:Supervisar y controlar, dentro de los estándares y procedimientos de seguridad, salud ocupacional, medio ambiente y calidad, el plan del proceso productivo de la extracción del mineral en la zona correspondiente, a fin de garantizar el cumplimiento de la producción de acuerdo a la meta programa en el corto y mediano plazo.Responsabilidades: Liderar y alcanzar la implementación integral y expectativas en Seguridad. Planificar, supervisar y controlar el cumplimiento del programa diario, semanal y mensual de producción de la zona designada. Supervisar el avance y/o cumplimiento diario de producción, necesidades operativas, de seguridad y ambientales de la zona correspondiente. Supervisar y controlar la gestión de indicadores de eficiencia, eficacia y efectividad de la zona correspondiente.Requisitos: Profesional habilitado de la carrera de Ingeniería de Minas Experiencia de 8 años realizando funciones similares. Gestión de Procesos de Mina Subterránea (Perforación, voladura, ventilación, sostenimiento, producción, relleno, acarreo y servicios auxiliares). Manejo de Procesos de Productividad (KPIs), tiempos. Gestión de legislación minera. Gestión de Costos y Presupuestos. Microsoft Office (Excel, PowerPoint). Inglés Técnico. Gestión de recursos (equipos, maquinarias y materiales). Manejo de procesos de operaciones mineras y servicios auxiliares de mina. Conocimientos perforación y voladura. Cursos técnicos en bombeo. Conocimiento de elemento de sostenimiento / Geomecánica de Rocas. Disponibilidad para laborar bajo régimen minero 9x5.Acerca de VolcanVolcan Compañía Minera es uno de los mayores productores mundiales de zinc, plomo y plata. La Compañía es considerada uno de los productores de más bajo costo en la industria debido a la calidad de sus depósitos de mineral. Volcan inició sus operaciones en 1943 en las alturas del abra de Ticlio. Todas sus operaciones están ubicadas en la Sierra Central de Perú.Volcan como grupo minero de origen peruano persigue la maximización de valor a sus accionistas, a través de la excelencia operativa y de los más altos estándares de seguridad y manejo ambiental, contribuyendo al desarrollo de su personal y de su entorno.",https://www.bumeran.com.pe/empleos/jefe-de-zona-volcan-compania-minera-saa-1116335883.html
30/05/2024 02:19,,,Confidencial,Practicante Profesional de Sistemas,"Importante empresa del rubro de mineria y construccion civil esta en busqueda de la siguiente posicion:PRACTICANTE PROFESIONAL DE SISTEMASRequisitos: Profesional egresado de las carreras profesionales de Ingeniería de Sistemas, Informática y afines.  Experiencia minima de 06 meses en puestos afines. Manejo de Office a nivel intermedio.Condiciones: Lugar de trabajo: SJL/CAMPOY Se brinda alimentacion. Oportunidad de crecimiento Horario: Lunes a Viernes.",https://www.bumeran.com.pe/empleos/practicante-profesional-de-sistemas-confidencial-1116335881.html
30/05/2024 02:19,,,MODASA,ASISTENTE COMERCIAL- ATE,"ASISTENTE COMERCIALSobre la empresa: Motores Diesel Andinos S.A., más conocida por MODASA, es una empresa líder de fabricación y comercialización de buses y grupos electrógenos, así como también servicios de reparación y mantenimiento de estos, actualmente está financiada con capital privado 100 % peruano.Requisitos: Egresado universiatrio de Administración, Marketing, In1 año en cargos similares EXCEL (avanzado, se medirán conocimientos con prueba) POWER BI (intermedio – avanzado) Elaboración de dashboards comerciales Elaboración de presentaciones corporativas de alto impacto Disponibilidad para trabajar de Lunes a viernes de 8am a 5:45pm Funciones: Realizar benchmarking de marcas y/o productos periódicamente para medir el posicionamiento de la empresa en el mercado. Medir y analizar los resultados de indicadores comerciales y brindar seguimiento al desempeño del equipo comercial. Analizar los resultados de las campañas comerciales. Gestionar la cartera de clientes, flota industrial y vehicular, oportunidades de negocio según mercado, planificación de visitas y direccionamiento de la Fuerza Comercial. Elaborar y actualizar presupuestos de ventas por marcas, canales de venta y ejecutivos de ventas. Responsable de la optimización y digitalización de los procesos comerciales a través de SAP. Canalizar requerimientos de sucursales a la gerencia comercial. Brindar soporte al área de aftermarket de las marcas que representamos.Requisitos: 1 ",https://www.bumeran.com.pe/empleos/asistente-comercial-ate-modasa-1116335870.html
30/05/2024 02:19,,,EY (Ernst & Young),Asistente de Finanzas y Facturación,"Sobre la Firma:En EY, nos encontramos en búsqueda de profesionales apasionados y visionarios como tú, que estén dispuestos a unirse a nosotros en la construcción de un mundo mejor de negocios. Como parte de una red global de servicios profesionales, te unirías a más de 280,000 profesionales distribuidos en 150 países y 700 oficinas alrededor del mundo. Nuestra práctica local cuenta con más de 2,400 colaboradores en 4 ciudades y atiende a los grupos económicos más grandes del país, lo que nos convierte en los líderes de servicios profesionales del Perú. Nuestro objetivo es desarrollar líderes excepcionales y valorar la diversidad y la inclusión.¡Únete a EY y juntos construyamos un mejor mundo de negocios!Requisitos: Egresados de la carrera de Economía, Administración, Gestión y alta dirección, Contabilidad o afines. Contar con 01 años de experiencia laboral en temas afines. Contar con experiencia en la elaboración y análisis de reportes de gestión y control en áreas de Finanzas. Dominio de Excel a nivel Intermedio. Inglés a nivel Intermedio.Funciones: Realizar el registro y envío de facturas. Actualizar bases de datos. Elaborar y analizar reportes de gestión. Monitoreo y control de reportes financieros. Dar soporte en la implementación de controles y procesos.Competencias: Comunicación Compromiso Iniciativa. Asertividad.",https://www.bumeran.com.pe/empleos/asistente-de-finanzas-y-facturacion-ey-ernst-young-1116335869.html
30/05/2024 02:19,,,Innova Creatividad para el Desarrollo ,Asistente de Selección,"INNOVA CREATIVIDAD PARA EL DESARROLLO S.A.C. quien brinda atención en salud a más 30,000 pacientes, en nuestras diferentes sedes ubicadas en Comas y Jesús María contamos con un amplio staff de especialistas dirigidos a atender las necesidades de salud de las personas, especialmente con un enfoque preventivo-promocional a través de la detección temprana de enfermedades y actividades de promoción de vida saludable.Nos encontramos en la búsqueda de líderes que puedan asumir el reto de ocupar el cargo de Asistente de Selección, para una de nuestras sedes ubicadas en el distrito de Comas con disponibilidad para trabajar full time, cuyas funciones serían las siguientes: Liderar los procesos de reclutamiento y selección, desde las publicaciones en bolsas de empleos y redes sociales, búsqueda de candidatos, entrevistas y evaluaciones psico laborales. Armar y hacer seguimiento el desarrollo de los exámenes médicos pre ocupacionales y trámite documentario del personal seleccionado. Armar y entregar el legajo de personal debidamente documentado al cliente interno. Hacer seguimiento al proceso de incorporación de nuevos empleados. Proponer mecanismos de planificación, control y evaluación, que permitan mejorar los resultados de la gestión en la Selección y Reclutamiento de Personal. Realizar mensualmente la presentación de los indicadores de gestión del área. Garantizar el cumplimiento de los requerimientos internos en relación con la política de la empresa. Cumplir con los requisitos solicitados por las empresas del grupo.Requisitos: Bachiller o titulado(a) en Psicología, Administración o carreras a fines. Experiencia mínima 1 años como asistente de reclutamiento y selección de preferencia en el sector salud.  Manejo de Indicadores de reclutamiento y selección  Manejo de Excel nivel intermedio / avanzado Disponibilidad para laborar en ComasHorarios: Lunes a Viernes de 8 am - 5 pm / Sábado de 8 am - 1 pmBeneficios:  Contrato y planilla desde el primer día de trabajo Capacitaciones y actualizaciones Beneficios laborales Grato ambiente de trabajo",https://www.bumeran.com.pe/empleos/asistente-de-seleccion-innova-creatividad-para-el-desarrollo-1116335868.html
30/05/2024 02:19,,,TECSUR.S.A,SUPERVISOR DE MEJORA Y PROCESOS,"Nuestra empresa líder en servicios eléctricos de alta ingeniería, se encuentra en busca del mejor talento para ocupar el cargo, Supervisor de Mejora y Procesos.Si cumples el siguiente perfil te invitamos a postular;Funciones: Liderar, ejecutar y participar en el análisis cuantitativo y cualitativo a nivel de diagnóstico, diseño e implementación de soluciones a los Proyectos propuestos según el alcance, costo y plazos. Realizar el seguimiento a las nuevas soluciones planteadas y evaluar su efectividad y eficacia; a través de la revisión del proceso e indicadores de gestión. Realizar el levantamiento de información y documentar los procesos según la necesidad de la empresa. Analizar las desviaciones, proponer y asegurar la implementación de las acciones correctivas. Promover la aplicación de buenas prácticas e innovadoras soluciones tecnológicas . Liderar las implementaciones de mejora de procesos. Brindar asesoría y capacitaciones a las áreas. Otras funciones designadas por la jefatura.Requisitos: Profesional Bachiller / Titulado en Ingeniería Industrial, Administración, Ingeniería de Sistemas o carreras afines. Diplomado/Maestría en Mejora de procesos y/o implementación de procesos. Gestión de proyectos bajo metodología ágiles. Power BI, MS Visio, Query y Bizagi: nivel Intermedio (Deseable) Experiencia no menor a 05 años en diseño e implementación de mejora de procesos o similar. Experiencia mayor 03 años en posiciones como Supervisor o Coordinador, liderando equipos de trabajo (excluyente) Disponibilidad para laborar en San Juan de Miraflores presencial. No aplica SIGBeneficios: Ingreso a planilla con todos los beneficios de Ley. Remuneración acorde al mercado. Subvención de alimentos al 50%. Otros beneficios.* *Adjuntar su CV actualizado y documentado * *",https://www.bumeran.com.pe/empleos/supervisor-de-mejora-y-procesos-tecsursa-1116335867.html
30/05/2024 02:19,,,TECSUR.S.A,PRACTICANTE PROFESIONAL | RECURSOS HUMANOS,"Nuestra empresa líder en servicios eléctricos de alta ingeniería, suministro de materiales, logística, y otros servicios eléctricos relacionados a todos los sectores de la economía nacional. Se encuentra en búsqueda del mejor talento para ocupar el cargo de Practicante Profesional para el ÁREA DE RECURSOS HUMANOSRequisitos:- Egresado / Bachiller en Administración o afines.- Manejo de Excel a nivel intermedio.- Conocimiento en Legislación laboral.- NO ESTUDIANTES- Disponibilidad para realizar prácticas presenciales en San Juan de Miraflores de Lunes a viernes.Beneficios:- Seguro médico.- Subvención de alimentos al 5 0%.- Capacitaciones- Línea de carrera¡Muchos éxitos a todos nuestros candidatos!",https://www.bumeran.com.pe/empleos/practicante-profesional-recursos-humanos-tecsursa-1116335862.html
30/05/2024 02:19,,,Confidencial,Especialista de ventas en la plataforma de Perú Compras y Licitaciones con el Estado,"Empresa del rubro Tecnología, se encuentra en búsqueda de un Especialista de ventas en la plataforma de Perú Compras y Licitaciones con el Estado.Requisitos: Profesional en Administración, Ing. Industrial, computación y sistemas y/o afines. Experiencia mínima de 02 años en ventas. Ingles intermedio Microsoft Excel – Nivel intermedio.",https://www.bumeran.com.pe/empleos/especialista-de-ventas-en-la-plataforma-de-peru-compras-y-licitaciones-con-el-estado-confidencial-1116335858.html
30/05/2024 02:19,,,EY (Ernst & Young),Asistente de Finanzas,"Sobre la Firma:En EY, nos encontramos en búsqueda de profesionales apasionados y visionarios como tú, que estén dispuestos a unirse a nosotros en la construcción de un mundo mejor de negocios. Como parte de una red global de servicios profesionales, te unirías a más de 280,000 profesionales distribuidos en 150 países y 700 oficinas alrededor del mundo. Nuestra práctica local cuenta con más de 2,400 colaboradores en 4 ciudades y atiende a los grupos económicos más grandes del país, lo que nos convierte en los líderes de servicios profesionales del Perú. Nuestro objetivo es desarrollar líderes excepcionales y valorar la diversidad y la inclusión.¡Únete a EY y juntos construyamos un mejor mundo de negocios!Requisitos: Egresados de las carreras de Economía, Administración, Gestión y Alta Dirección, Contabilidad o afines. Contar con 1 año de experiencia laboral en temas afines. Contar con experiencia en la elaboración y análisis de reportes de gestión y control en áreas de Finanzas. Excel a nivel Intermedio Inglés a nivel Intermedio.Funciones: Elaborar y analizar reportes de gestión. Monitorear y controlar los reportes financieros. Dar soporte en la implementación de controles y procesos. Apoyar en elaboración de presupuestos.Competencias: Comunicación Compromiso Iniciativa. Asertividad",https://www.bumeran.com.pe/empleos/asistente-de-finanzas-ey-ernst-young-1116335850.html
30/05/2024 02:19,,,Experis Perú,Analista Programador de Desarrollo - Cusco,"En Experis Perú buscamos al mejor talento para sumarse a los desafíos de la era digital y llevar su carrera a un siguiente nivel. Por ello, te invitamos a que formes parte del reto como Analista Programador de Desarrollo para el sector Energía en la ciudad de Cusco.Funciones: Recopilación, análisis y especificación de Requerimientos para el sistema de información. Elaboración (desarrollo, codificación) de programas de software para el sistema de información. Pruebas de programas de software del sistema de información. Preparación de paquetes de software del sistema de información. Mantenimiento y Soporte de los módulos del sistema de información.Requisitos: Ingeniero o Bachiller en las carreras de Ingeniería de sistemas, Informática o afines. 2 años de experiencia en roles afines. 2 años de experiencia desarrollando con .NET 1 año de experiencia desarrollando con .NET Core 2 años de experiencia desarrollando con Angular y/o React 2 años de experiencia desarrollando con SQLBeneficios: Planilla con todos los beneficios de ley. Sueldo acorde al mercado. EPS – 70%. Utilidades. Movilidad. Bono de Energía - 50%.En Experis Perú, promovemos la inclusión e inserción laboral sin distinción por razón de discapacidad, género, orientación, identidad y expresión de género, lugar de origen o generación. Por ello ¡Todos los talentos son bienvenidos!",https://www.bumeran.com.pe/empleos/analista-programador-de-desarrollo-cusco-experis-peru-1116335847.html
30/05/2024 02:19,,,Rimac Cia de Seguros y Reaseguros S.A.,Analista Control de Gestión,"ÚNICO LINK PARA POSTULAR: https://form.typeform.com/to/EaXPtuIfObjetivo: Maximizar la rentabilidad del accionista elaborando informes financieros para la toma de decisiones.Funciones: Análisis de rentabilidad por producto y canal. Análisis de resultados financieros y sus desviaciones vs presupuesto. Análisis de EEFF de la compañía y de la competencia para reportes de mercado. Soporte a los modelos del DWH & Google Cloud Platform (GCP). Análisis y seguimiento de los indicadores del Balanced Scorecard. Elaboración de presentaciones a nivel gerencial.Requisitos: Egresado de la carrera de Ingeniería Industrial, Economía y Administración, o afines. Mínimo de 1 año de experiencia en posiciones similares como Asistente o Analista Junior. Deseable experiencia en el rubro Financiero, Banca y/o Seguros. Excel avanzado. VBA intermedio. Power BI avanzado. Inglés intermedio.Beneficios: EPS al 90% en el plan base + seguro oncológico + portabilidad EPS para padres y otros familiares. Beneficios en las empresas del grupo Breca y otros establecimientos. Ser parte de una gran transformación digital y socialmente responsable. Cuponera de días libres + día libre por cumpleaños. Cursos de capacitación. Línea de carrera. Convenio con entidades educativas. Licencia en Udemy.",https://www.bumeran.com.pe/empleos/analista-control-de-gestion-rimac-cia-de-seguros-y-reaseguros-sa-1116335836.html
30/05/2024 02:19,,,MODASA,PRACTICANTE PROFESIONAL DE INGENIERÍA para Instalaciones en Media y Baja Tensión,"Empresa peruana líder en la fabricación de Buses, Grupos Electrógenos y Servicio de Mantenimiento y Reparación, certificado en la norma ISO 9001 se encuentra en busca de un practicante pre que cumplan con el siguiente perfil:Requisitos: Egresado de las carreras de Ingeniería Industrial, Electrica, Mecánica u otras afines al puesto. Deseable experiencia en prácticas en gestión administrativas de instalaciones. Manejo de office a nivel intermedio Deseable manejo de Autocad.Funciones: Apoyar en la generación de presupuestos de servicios (Instalaciones) Apoyar con la cotización con proveedores precios finales de las instalaciones Colaborar con la emisión de valorizaciones y hojas de ruta para facturación de servicios Apoyay en la cordinación con producción estatus de los productos que requiere para servicios Otras funciones inherentes al puestoSe ofrece: Subvención mensual. Alimentación cubierta al 100% Seguro de Salud Oportunidad de crecimiento profesional.",https://www.bumeran.com.pe/empleos/practicante-profesional-de-ingenieria-para-instalaciones-en-media-y-baja-tension-modasa-1116335833.html
30/05/2024 02:19,,,Khana Consultores,Practicante de Mantenimiento Mecánico - Pucallpa,"Nuestro cliente, Aguaytía Energy, nos ha encargado la búsqueda de un Practicante Profesional para el área de mantenimiento mecánico de su planta de gas localizada en Pucallpa.  Funciones Soporte en la ejecución del Programa de Mantenimiento Mecánico Anual. Soporte en el seguimiento de los Reportes de Ordenes de trabajo asignadas al personal, Reportes Diarios y Mensuales emitidos por el Área, Auditorías, Fiscalizaciones y cumplimiento de Metas y Objetivos del año. Soporte en la elaboración de Procedimientos e Instructivos de trabajo y en la ejecución de Proyectos de Mejora propuestos por el Área. Soporte en la generación y seguimiento de solicitudes de suministros, consumibles, herramientas, equipos, repuestos.  Requisitos:   Egresado o Bachiller en Ingeniería Mecánica, Mecánica-Eléctrica y/o carreras afines. Conocimientos en gestión de mantenimiento, manejo de bases de datos, autocad Contar con seis (06) meses de experiencia en labores similares. Manejo intermedio de Ms. Office Manejo intermedio de Base de datos (deseable SAP) Manejo intermedio de Ms. Project",https://www.bumeran.com.pe/empleos/practicante-de-mantenimiento-mecanico-pucallpa-khana-consultores-1116335829.html
30/05/2024 02:19,,,Grupo Lucky,Capacitador de Fuerza de Ventas/Habilidades Blandas,"¡Únete y experimenta nuestra versión 100% digital!Somos el grupo empresarial líder un brindar ecosistema de soluciones de Trade Marketing, basadas en conocimiento de mercado aplicado en tiempo real en Perú, Bolivia y Ecuador. Además, somos parte del ranking de las mejores empresas para trabajar en el Perú y Ecuador, según Great Place to Work.Nos encontramos en la búsqueda de increíbles profesionales como tú para que puedan integrarse a nuestra gran familia en la posición de:Capacitador de Ventas/Habilidades Blandas¿Qué harás en este puesto? Preparar y hacer seguimiento a la capacitación del personal apoyando en la gestión de ventas de acuerdo a lo que solicite nuestro cliente. Proponer y mantener actualizado los programas de capacitación de acuerdo al puesto y/o cargo que van a desempeñar. Coordinar con los supervisores la programación y ejecución de las dinámicas o capacitaciones. Realizar visitas a los PDV y mantener actualizado los programas de capacitación de venta de acuerdo al puesto y/o cargo que van a desempeñar. Enfocado a la retención y fidelización de los trabajadores. Seguimiento de indicadores de venta en formación. Liderar el equipo de vendedores. Reportes semanales de avances.¿Qué perfil debes cumplir? Experiencia mínima de 01 años como capacitador para la FFVV de habilidades blandas, habilidades de negocio y/o ventas Manejo de Office a nivel Intermedio. Manejo de indicadores en formación.¿Qué ofrecemos? Desde el primer día, ingreso a planilla con todos los beneficios de ley. Un trabajo dinámico en el que pondrás a prueba tu talento. Un excelente clima laboral donde te harás de una segunda familia. El compromiso de un crecimiento constante, estable y la oportunidad de una línea de carrera como líder.Forma parte de una familia que basa su actuar en el buen humor, la pasión y sobre todo, la honestidad. ¡Postula con nosotros y empieza a crear tu propia historia!¡Recuerda que mantener siempre una sonrisa y una impecable presentación ayudará a mostrar nuestro mejor perfil y actitud!",https://www.bumeran.com.pe/empleos/capacitador-de-fuerza-de-ventashabilidades-blandas-grupo-lucky-1116335821.html
